SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
44;0;17769;HVVEBVOMGMAGBKNMJAOPONCRAWLTSMSFHRNIDVG;-84;106
45;255;17895;;-90;105
45;0;17895;XEIQRVTMTHDQSGMISRFQZDQQMGMVTXGDKPPRGRC;-90;105
46;255;18024;;-85;107
46;0;18024;YRLZVVQRAMYIJIAOBRRQYFJENZCJWXYGBYUVAHV;-85;107
47;255;18157;;-96;105
47;0;18157;YWFXDEXSMCCSCQYRZJLYQAZASEQWBFZHTDRSQQB;-96;105
48;255;18283;;-90;100
48;0;18283;KHBNMXBKYVONGNFKIJZZGWSTVEGFDIRBHIHZAMZ;-90;100
49;255;18420;;-99;107
49;0;18420;PVVYJDAWUBGXZXRHRKQPYTXSKAYXDBDAZZLLXNX;-99;107
50;255;18538;;-94;100
50;0;18538;OKSYZMMGDOVBEXHHQPONKRCFOLABHNYYUZHXCRS;-94;100
51;255;18669;;-95;104
51;0;18669;DFMEKUHLIHSQPTOGVRYGARUJBHEKHTQFTVVRVIR;-95;104
52;255;18802;;-92;94
52;0;18802;FJRIJCQFNQLYBTIEACLICOYZYITNWDVDBWXSSNK;-92;94
54;255;19053;;-98;80
54;0;19053;JSXNRHBOTJHKAZMZWIWZACXLULAQSURLMAVXCPL;-98;80
55;255;19177;;-95;106
55;0;19177;VUMMRPBFTWBXERUBILLDHNGTUSLRPTECYBWMOVK;-95;106
56;255;19310;;-97;89
56;0;19310;EZQMYKHPIKNOYJZTOSQVGFYHLLWMFPOJAHUFCZW;-97;89
57;255;19445;;-97;89
57;0;19445;SEDWKMGSHYURMSARRMJSIPXIMGCPWZZHISYGEOB;-97;89
59;255;19696;;-99;80
59;0;19696;SYGYWWMHUQCPIERUOVTYIDYNQXTXUJEBVTFLRIZ;-99;80
60;255;19837;;-98;83
60;0;19837;OIFVNFHDIMAAFIVHNHVLPLFGSRADLPRWLOQDDTY;-98;83
61;255;19956;;-94;100
61;0;19956;VCHKSZCDCFPYLZRSTNISHOQCSLSYKELFQIHQVVN;-94;100
62;255;20076;;-92;107
62;0;20076;DDCBPVCKHCPMEUBSJEEPPJLMALUVCEBIYWUKJKS;-92;107
63;255;20201;;-92;102
63;0;20201;QXBBNCKPPZYVDIBOYODBMZUAPIJELHAMKDDLTLJ;-92;102
64;255;20328;;-91;106
64;0;20328;SIDTCDXQRWPHRGBWFYTTRXVQXUQXQIGGLHRDJYP;-91;106
65;255;20458;;-91;106
65;0;20458;GBZDYSSWGUAMZRTOYCXDXHDVYQLFPFAVABBFYPA;-91;106
66;255;20586;;-93;108
66;0;20586;CLCFERHJHQGTRCFNJKZBHXKMRIPUNDDNYFCIJWL;-93;108
68;255;20839;;-91;104
68;0;20839;CLINBVUMPIWQGNKNXCKHXHIUQRZDMHBYGLHYLLZ;-91;104
69;255;20972;;-86;107
69;0;20972;YBXVVQYJTRRFAOFDNJMUZSPVOKMVBZBUSBPHDZP;-86;107
70;255;21102;;-97;107
70;0;21102;MAYYTCBERBZWMEUBVVGWOTHXPPXMFJCAZFQLCXU;-97;107
71;255;21227;;-81;107
71;0;21227;UFQLRSHJHOQERTMBSINYBMZYVVTMENFTRBXUJVZ;-81;107
72;255;21358;;-82;107
72;0;21358;CHELJTZXRRMBJQPZWEJCPOITNXJEZQPLTRLNDHU;-82;107
73;255;21480;;-80;107
73;0;21480;XWYWUDKJCSKGGEBIQSNATHARXCPNIDNSUUYGUPP;-80;107
74;255;21608;;-72;107
74;0;21608;KNMPQZBJZKSWCMNTMUFEEVRBFTBJCNUXFLLDQLQ;-72;107
