Running serialdump without rlwrap support.
Consider installing rlwarp in order to be able to use command history
Flashing /dev/ttyUSB0
../contiki-ng/tools/serial-io/serialdump -b115200 /dev/ttyUSB0
[INFO: Main      ] Starting Contiki-NG
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 20967
[INFO: Main      ] Link-layer address: 0012.4b00.194a.51e7
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:194a:51e7
[INFO: Zoul      ] Zolertia RE-Mote revision B platform
SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
connected
1;0;40015;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-91;107
1;240;40016;;-91;107
1;0;40016;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-91;107
1;255;40029;;-91;104
1;255;40029;;-91;104
2;0;40145;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-90;106
2;240;40146;;-90;106
2;0;40146;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-90;106
2;255;40157;;-90;107
2;255;40157;;-90;107
3;0;40279;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-89;106
3;240;40280;;-89;106
3;0;40280;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-89;106
3;255;40292;;-91;105
3;255;40292;;-91;105
4;0;40403;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-92;104
4;240;40404;;-92;104
4;0;40404;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-92;104
4;255;40413;;-93;103
4;255;40413;;-93;103
5;0;40531;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-69;100
5;240;40531;;-69;100
5;0;40531;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-69;100
5;255;40566;;-98;71
5;255;40566;;-98;71
6;0;40657;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-66;77
6;240;40657;;-66;77
6;0;40657;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-66;77
6;255;40708;;-93;97
6;255;40708;;-93;97
7;0;40785;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-65;107
7;240;40785;;-65;107
7;0;40785;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-65;107
8;0;40909;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-81;107
8;240;40910;;-81;107
8;0;40910;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-81;107
9;0;41038;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-86;108
9;240;41038;;-86;108
9;0;41038;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-86;108
9;255;41045;;-90;108
9;255;41045;;-90;108
10;0;41168;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-90;108
10;240;41168;;-90;108
10;0;41168;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-90;108
10;255;41175;;-97;104
10;255;41175;;-97;104
11;0;41295;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-79;108
11;240;41295;;-79;108
11;0;41295;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-79;108
11;255;41298;;-87;104
11;255;41298;;-87;104
12;0;41421;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-77;108
12;240;41422;;-77;108
12;0;41422;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-77;108
12;255;41432;;-88;104
12;255;41432;;-88;104
13;0;41550;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-81;108
13;240;41550;;-81;108
13;0;41550;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-81;108
13;255;41557;;-88;107
13;255;41557;;-88;107
14;0;41683;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-91;106
14;240;41683;;-91;106
14;0;41683;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-91;106
14;255;41689;;-86;108
14;255;41689;;-86;108
15;0;41810;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-84;107
15;240;41810;;-84;107
15;0;41810;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-84;107
15;255;41828;;-90;107
15;255;41828;;-90;107
16;0;41939;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-85;108
16;240;41939;;-85;108
16;0;41939;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-85;108
16;255;41948;;-81;108
16;255;41948;;-81;108
17;0;42067;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-80;107
17;240;42067;;-80;107
17;0;42067;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-80;107
17;255;42072;;-81;108
17;255;42072;;-81;108
18;0;42192;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-86;108
18;240;42192;;-86;108
18;0;42192;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-86;108
18;255;42204;;-75;107
18;255;42204;;-75;107
19;0;42317;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-87;106
19;240;42318;;-87;106
19;0;42318;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-87;106
19;255;42326;;-72;108
19;255;42326;;-72;108
20;0;42448;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-86;101
20;240;42448;;-86;101
20;0;42448;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-86;101
20;255;42462;;-73;108
20;255;42462;;-73;108
21;0;42577;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-84;105
21;240;42577;;-84;105
21;0;42577;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-84;105
21;255;42581;;-74;106
21;255;42581;;-74;106
22;0;42702;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-85;105
22;240;42702;;-85;105
22;0;42702;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-85;105
22;255;42710;;-78;107
22;255;42710;;-78;107
23;0;42829;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-83;107
23;240;42830;;-83;107
23;0;42830;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-83;107
23;255;42832;;-78;108
23;255;42832;;-78;108
24;0;42963;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-86;107
24;240;42963;;-86;107
24;0;42963;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-86;107
24;255;42972;;-77;107
24;255;42972;;-77;107
25;0;43091;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-84;108
25;240;43091;;-84;108
25;0;43091;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-84;108
25;255;43101;;-75;107
25;255;43101;;-75;107
26;0;43217;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-85;108
26;240;43217;;-85;108
26;0;43217;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-85;108
26;255;43224;;-76;107
26;255;43224;;-76;107
27;0;43346;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-81;107
27;240;43346;;-81;107
27;0;43346;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-81;107
27;255;43353;;-80;108
27;255;43353;;-80;108
28;0;43473;MWAZEIQPLRSIEHVGAUVMUKDZIIYBPIVYTLLNIPX;-84;108
28;240;43473;;-84;108
28;0;43473;MWAZEIQPLRSIEHVGAUVMUKDZIIYBPIVYTLLNIPX;-84;108
28;255;43480;;-76;107
28;255;43480;;-76;107
29;0;43602;GXJBHOSQVQPXPISUDERNERDVFAXFXQQDLLVRVNP;-84;108
29;240;43602;;-84;108
29;0;43602;GXJBHOSQVQPXPISUDERNERDVFAXFXQQDLLVRVNP;-84;108
29;255;43614;;-76;108
29;255;43614;;-76;108
30;0;43729;QUCYLDXDBQGNEHAJIHHVYLLYFQLSPDUJTGDJFSU;-93;106
30;240;43729;;-93;106
30;0;43729;QUCYLDXDBQGNEHAJIHHVYLLYFQLSPDUJTGDJFSU;-93;106
30;255;43736;;-75;106
30;255;43736;;-75;106
31;0;43859;BDHBVECDWFNBAGKYHMOBFXOATHOFHJCQYAMJHDY;-98;52
31;240;43859;;-98;52
31;0;43859;BDHBVECDWFNBAGKYHMOBFXOATHOFHJCQYAMJHDY;-98;52
31;255;43866;;-77;98
31;255;43866;;-77;98
33;0;44126;GRVHLZUDDKGWNIVBSYPLXPONGTPKXJKKWTXSDMM;-95;101
33;240;44126;;-95;101
33;0;44126;GRVHLZUDDKGWNIVBSYPLXPONGTPKXJKKWTXSDMM;-95;101
33;255;44132;;-74;100
33;255;44132;;-74;100
34;0;44243;EEJRKLCGGCJWEBAFCTGJJTWCYSSDBMMOGQMCCIL;-92;102
34;240;44243;;-92;102
34;0;44243;EEJRKLCGGCJWEBAFCTGJJTWCYSSDBMMOGQMCCIL;-92;102
34;255;44253;;-76;82
34;255;44253;;-76;82
35;0;44400;BHFSFJKOOMHTLBJPZLKBOYOLBWGNDRQAVDSLTXL;-95;100
35;240;44400;;-95;100
35;0;44400;BHFSFJKOOMHTLBJPZLKBOYOLBWGNDRQAVDSLTXL;-95;100
35;255;44406;;-73;103
35;255;44406;;-73;103
36;0;44496;EGKEMKTDJSSLTPZWMDJPRKYKNQSLFYIFEAZRSQK;-95;103
36;240;44496;;-95;103
