SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
52;0;8826;FJRIJCQFNQLYBTIEACLICOYZYITNWDVDBWXSSNK;-91;107
52;240;8846;;-95;99
52;255;8856;;-96;107
53;0;8954;GPPDZZOFAZUECKDFSAFVLXQTQAEYLBGBWNPDLGK;-96;107
54;0;9082;JSXNRHBOTJHKAZMZWIWZACXLULAQSURLMAVXCPL;-96;107
54;240;9102;;-92;102
54;255;9106;;-93;107
55;0;9210;VUMMRPBFTWBXERUBILLDHNGTUSLRPTECYBWMOVK;-93;107
55;240;9222;;-92;102
55;255;9232;;-92;107
56;0;9338;EZQMYKHPIKNOYJZTOSQVGFYHLLWMFPOJAHUFCZW;-92;107
56;240;9362;;-91;102
56;255;9365;;-91;106
57;0;9466;SEDWKMGSHYURMSARRMJSIPXIMGCPWZZHISYGEOB;-91;106
57;240;9492;;-92;107
58;0;9594;MZNXHQCYEOVBWHQEKUTUIKCDFQIOTKDNBHRNZEZ;-92;107
58;240;9635;;-94;96
59;0;9722;SYGYWWMHUQCPIERUOVTYIDYNQXTXUJEBVTFLRIZ;-94;96
59;240;9748;;-93;104
59;255;9749;;-92;106
60;0;9850;OIFVNFHDIMAAFIVHNHVLPLFGSRADLPRWLOQDDTY;-92;106
60;240;9886;;-90;102
60;255;9888;;-91;106
61;0;9978;VCHKSZCDCFPYLZRSTNISHOQCSLSYKELFQIHQVVN;-91;106
61;240;10007;;-90;107
61;255;10009;;-89;107
62;0;10106;DDCBPVCKHCPMEUBSJEEPPJLMALUVCEBIYWUKJKS;-89;107
62;240;10118;;-89;107
62;255;10137;;-88;107
63;0;10234;QXBBNCKPPZYVDIBOYODBMZUAPIJELHAMKDDLTLJ;-88;107
63;240;10248;;-87;107
63;255;10254;;-87;108
64;0;10362;SIDTCDXQRWPHRGBWFYTTRXVQXUQXQIGGLHRDJYP;-87;108
64;240;10376;;-85;107
64;255;10381;;-84;107
65;0;10490;GBZDYSSWGUAMZRTOYCXDXHDVYQLFPFAVABBFYPA;-84;107
65;240;10503;;-82;108
65;255;10513;;-83;107
66;0;10618;CLCFERHJHQGTRCFNJKZBHXKMRIPUNDDNYFCIJWL;-83;107
66;240;10631;;-86;107
66;255;10646;;-84;107
67;0;10746;FOYVSRLVZKYMGLWGOQLVLBGOUWKEOCQAZIPVTBI;-84;107
68;0;10874;CLINBVUMPIWQGNKNXCKHXHIUQRZDMHBYGLHYLLZ;-82;107
68;240;10891;;-82;107
68;255;10896;;-84;108
69;0;11002;YBXVVQYJTRRFAOFDNJMUZSPVOKMVBZBUSBPHDZP;-84;108
69;240;11020;;-81;106
69;255;11032;;-81;107
70;0;11130;MAYYTCBERBZWMEUBVVGWOTHXPPXMFJCAZFQLCXU;-81;107
70;240;11147;;-80;107
70;255;11153;;-79;107
71;0;11258;UFQLRSHJHOQERTMBSINYBMZYVVTMENFTRBXUJVZ;-79;107
71;240;11272;;-75;107
71;255;11284;;-74;107
72;0;11386;CHELJTZXRRMBJQPZWEJCPOITNXJEZQPLTRLNDHU;-74;107
72;240;11417;;-74;108
72;255;11423;;-73;107
73;0;11514;XWYWUDKJCSKGGEBIQSNATHARXCPNIDNSUUYGUPP;-73;107
73;240;11533;;-78;107
73;255;11539;;-83;108
74;0;11642;KNMPQZBJZKSWCMNTMUFEEVRBFTBJCNUXFLLDQLQ;-83;108
74;240;11652;;-75;107
74;255;11657;;-76;107
