SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
3;0;3005;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-81;99
3;240;3005;;-81;99
4;0;3134;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-82;107
4;240;3134;;-82;107
5;0;3262;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-85;106
5;240;3262;;-85;106
6;0;3388;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-87;106
6;240;3388;;-87;106
7;0;3515;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-92;107
7;240;3516;;-92;107
8;0;3648;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-92;104
8;240;3648;;-92;104
9;0;3776;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-97;74
9;240;3776;;-97;74
10;0;3903;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-91;82
10;240;3903;;-91;82
11;0;4029;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-93;104
11;240;4029;;-93;104
12;0;4156;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-90;93
12;240;4156;;-90;93
13;0;4286;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-85;106
13;240;4286;;-85;106
14;0;4413;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-79;108
14;240;4413;;-79;108
15;0;4544;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-84;107
15;240;4544;;-84;107
16;0;4667;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-88;107
16;240;4668;;-88;107
17;0;4796;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-85;107
17;240;4796;;-85;107
18;0;4928;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-87;106
18;240;4928;;-87;106
19;0;5052;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-87;104
19;240;5052;;-87;104
20;0;5180;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-85;107
20;240;5180;;-85;107
21;0;5307;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-80;107
21;240;5308;;-80;107
22;0;5437;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-81;107
22;240;5437;;-81;107
23;0;5567;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-81;107
23;240;5567;;-81;107
24;0;5697;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-80;106
24;240;5697;;-80;106
25;0;5822;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-81;107
25;240;5822;;-81;107
26;0;5950;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-78;107
26;240;5950;;-78;107
27;0;6075;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-77;107
27;240;6076;;-77;107
28;0;6207;MWAZEIQPLRSIEHVGAUVMUKDZIIYBPIVYTLLNIPX;-78;108
28;240;6207;;-78;108
29;0;6331;GXJBHOSQVQPXPISUDERNERDVFAXFXQQDLLVRVNP;-82;108
29;240;6332;;-82;108
30;0;6460;QUCYLDXDBQGNEHAJIHHVYLLYFQLSPDUJTGDJFSU;-84;107
30;240;6460;;-84;107
31;0;6592;BDHBVECDWFNBAGKYHMOBFXOATHOFHJCQYAMJHDY;-82;65
31;240;6592;;-82;65
32;0;6721;DDVIGRKYAPGCWSJDFEKXSTSWJTFMNGLIGXGAMAI;-78;107
32;240;6721;;-78;107
33;0;6848;GRVHLZUDDKGWNIVBSYPLXPONGTPKXJKKWTXSDMM;-85;108
33;240;6848;;-85;108
34;0;6977;EEJRKLCGGCJWEBAFCTGJJTWCYSSDBMMOGQMCCIL;-87;107
34;240;6977;;-87;107
35;0;7104;BHFSFJKOOMHTLBJPZLKBOYOLBWGNDRQAVDSLTXL;-81;107
35;240;7104;;-81;107
36;0;7232;EGKEMKTDJSSLTPZWMDJPRKYKNQSLFYIFEAZRSQK;-75;108
36;240;7232;;-75;108
37;0;7356;MBIAZWSBUBSFBUWBUTEKIKGNHXTWCWDQIQMAQNC;-76;107
37;240;7356;;-76;107
38;0;7484;WEPBXJWTYCFRSRGMJEDTIDYHWPALOCYXBTIMEUG;-78;108
38;240;7484;;-78;108
39;0;7616;JFGJOXIXQUFRHXGQHSNRZPFQOVZRWNEWKGWSKNP;-81;107
39;240;7616;;-81;107
40;0;7745;SPMINAMWQHMGXILZCLMFFTORMCKXMYVJLTJGJMM;-69;107
40;240;7745;;-69;107
41;0;7873;DGXRNVAPXPKRFJYWGHXUVLTIHREGSZULHYMOAMT;-76;107
41;240;7873;;-76;107
42;0;7996;VDTVIYXDYEDIHNVVRQJVCFKOIQOGONXHRVVYVQX;-76;107
42;240;7996;;-76;107
43;0;8126;VUIUATMZCIEQDFSYCBLIPITOJLRNPNVMJHRHGPA;-76;108
43;240;8126;;-76;108
44;0;8255;HVVEBVOMGMAGBKNMJAOPONCRAWLTSMSFHRNIDVG;-74;108
44;240;8255;;-74;108
45;0;8385;XEIQRVTMTHDQSGMISRFQZDQQMGMVTXGDKPPRGRC;-80;107
45;240;8385;;-80;107
46;0;8509;YRLZVVQRAMYIJIAOBRRQYFJENZCJWXYGBYUVAHV;-75;108
46;240;8509;;-75;108
47;0;8636;YWFXDEXSMCCSCQYRZJLYQAZASEQWBFZHTDRSQQB;-80;107
47;240;8636;;-80;107
48;0;8765;KHBNMXBKYVONGNFKIJZZGWSTVEGFDIRBHIHZAMZ;-75;108
48;240;8765;;-75;108
49;0;8897;PVVYJDAWUBGXZXRHRKQPYTXSKAYXDBDAZZLLXNX;-78;108
49;240;8897;;-78;108
50;0;9020;OKSYZMMGDOVBEXHHQPONKRCFOLABHNYYUZHXCRS;-82;107
50;240;9020;;-82;107
51;0;9166;DFMEKUHLIHSQPTOGVRYGARUJBHEKHTQFTVVRVIR;-88;108
51;240;9166;;-88;108
52;0;9279;FJRIJCQFNQLYBTIEACLICOYZYITNWDVDBWXSSNK;-83;106
52;240;9279;;-83;106
53;0;9404;GPPDZZOFAZUECKDFSAFVLXQTQAEYLBGBWNPDLGK;-82;107
53;240;9404;;-82;107
54;0;9537;JSXNRHBOTJHKAZMZWIWZACXLULAQSURLMAVXCPL;-80;107
54;240;9537;;-80;107
55;0;9660;VUMMRPBFTWBXERUBILLDHNGTUSLRPTECYBWMOVK;-82;108
55;240;9660;;-82;108
