SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
1;0;4090;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-66;107
1;240;4100;;-89;108
1;255;4112;;-89;108
2;0;4218;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-89;108
2;240;4231;;-87;107
2;255;4238;;-87;108
3;0;4346;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-87;108
3;240;4363;;-88;105
3;255;4371;;-88;107
4;0;4474;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-88;107
4;240;4496;;-90;107
4;255;4497;;-91;100
5;0;4602;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-91;100
5;240;4617;;-96;107
5;255;4655;;-96;107
6;0;4730;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-96;107
6;255;4786;;-71;107
7;0;4858;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-71;107
7;240;4864;;-68;107
8;0;4986;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-68;107
8;240;4988;;-82;107
9;0;5114;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-82;107
9;240;5121;;-91;107
9;255;5127;;-88;105
10;0;5242;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-88;105
10;240;5250;;-88;107
10;255;5254;;-85;100
11;0;5370;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-85;100
11;240;5376;;-81;107
11;255;5376;;-81;107
12;0;5498;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-81;107
12;240;5503;;-79;107
12;255;5515;;-79;108
13;0;5626;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-79;108
13;240;5629;;-83;107
13;255;5640;;-86;108
14;0;5754;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-87;107
14;240;5762;;-90;107
14;255;5767;;-90;106
15;0;5882;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-90;101
15;240;5894;;-87;107
15;255;5908;;-86;101
16;0;6010;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-86;101
16;240;6022;;-85;107
16;255;6028;;-82;103
17;0;6138;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-82;103
17;240;6148;;-80;108
17;255;6154;;-81;106
18;0;6266;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-81;106
18;240;6272;;-86;107
18;255;6285;;-86;107
19;0;6394;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-86;107
19;240;6397;;-88;108
19;255;6408;;-94;107
20;0;6522;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-94;107
20;240;6529;;-87;107
20;255;6541;;-82;105
21;0;6650;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-82;105
21;240;6656;;-85;106
21;255;6660;;-87;105
22;0;6778;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-87;105
22;240;6781;;-85;107
22;255;6791;;-86;107
23;0;6906;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-86;107
23;240;6913;;-83;106
23;255;6914;;-83;107
24;0;7034;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-83;107
24;240;7045;;-87;108
24;255;7055;;-87;108
25;0;7162;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-87;108
25;240;7174;;-85;105
25;255;7184;;-85;106
26;0;7290;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-85;106
26;240;7300;;-85;107
26;255;7302;;-85;106
27;0;7418;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-85;106
27;240;7427;;-83;107
27;255;7435;;-83;107
28;0;7546;MWAZEIQPLRSIEHVGAUVMUKDZIIYBPIVYTLLNIPX;-83;107
28;240;7556;;-84;107
28;255;7561;;-85;105
29;0;7674;GXJBHOSQVQPXPISUDERNERDVFAXFXQQDLLVRVNP;-85;105
29;240;7683;;-85;107
29;255;7697;;-84;106
30;0;7802;QUCYLDXDBQGNEHAJIHHVYLLYFQLSPDUJTGDJFSU;-84;106
30;240;7814;;-94;99
30;255;7829;;-99;68
31;0;7930;BDHBVECDWFNBAGKYHMOBFXOATHOFHJCQYAMJHDY;-99;68
31;240;7939;;-95;86
31;255;7951;;-93;101
32;0;8058;DDVIGRKYAPGCWSJDFEKXSTSWJTFMNGLIGXGAMAI;-93;101
33;0;8186;GRVHLZUDDKGWNIVBSYPLXPONGTPKXJKKWTXSDMM;-93;101
33;240;8207;;-95;98
33;255;8214;;-92;102
34;0;8314;EEJRKLCGGCJWEBAFCTGJJTWCYSSDBMMOGQMCCIL;-92;102
34;240;8327;;-99;101
34;255;8342;;-100;96
35;0;8442;BHFSFJKOOMHTLBJPZLKBOYOLBWGNDRQAVDSLTXL;-92;106
35;240;8479;;-94;98
35;255;8484;;-95;103
36;0;8570;EGKEMKTDJSSLTPZWMDJPRKYKNQSLFYIFEAZRSQK;-95;103
36;240;8575;;-94;103
36;255;8585;;-98;96
37;0;8698;MBIAZWSBUBSFBUWBUTEKIKGNHXTWCWDQIQMAQNC;-98;96
37;240;8725;;-91;103
37;255;8736;;-96;104
38;0;8826;WEPBXJWTYCFRSRGMJEDTIDYHWPALOCYXBTIMEUG;-96;104
38;240;8840;;-95;97
38;255;8846;;-92;105
39;0;8954;JFGJOXIXQUFRHXGQHSNRZPFQOVZRWNEWKGWSKNP;-92;105
39;240;8957;;-93;106
39;255;8963;;-93;105
40;0;9082;SPMINAMWQHMGXILZCLMFFTORMCKXMYVJLTJGJMM;-93;105
40;240;9086;;-82;108
40;255;9092;;-86;106
41;0;9210;DGXRNVAPXPKRFJYWGHXUVLTIHREGSZULHYMOAMT;-86;106
41;240;9220;;-89;77
41;255;9221;;-88;105
42;0;9338;VDTVIYXDYEDIHNVVRQJVCFKOIQOGONXHRVVYVQX;-88;105
42;240;9347;;-88;107
42;255;9352;;-91;104
43;0;9466;VUIUATMZCIEQDFSYCBLIPITOJLRNPNVMJHRHGPA;-91;104
43;240;9473;;-99;83
43;255;9476;;-94;90
44;0;9594;HVVEBVOMGMAGBKNMJAOPONCRAWLTSMSFHRNIDVG;-94;90
44;240;9600;;-89;106
44;255;9609;;-90;102
45;0;9722;XEIQRVTMTHDQSGMISRFQZDQQMGMVTXGDKPPRGRC;-90;102
45;240;9725;;-93;106
45;255;9731;;-89;106
46;0;9850;YRLZVVQRAMYIJIAOBRRQYFJENZCJWXYGBYUVAHV;-89;106
46;240;9860;;-90;106
46;255;9868;;-90;107
47;0;9978;YWFXDEXSMCCSCQYRZJLYQAZASEQWBFZHTDRSQQB;-90;107
47;240;9980;;-88;106
47;255;9992;;-88;107
48;0;10106;KHBNMXBKYVONGNFKIJZZGWSTVEGFDIRBHIHZAMZ;-88;106
48;240;10117;;-96;91
48;255;10126;;-88;107
49;0;10234;PVVYJDAWUBGXZXRHRKQPYTXSKAYXDBDAZZLLXNX;-88;107
49;240;10241;;-98;84
49;255;10253;;-91;91
50;0;10362;OKSYZMMGDOVBEXHHQPONKRCFOLABHNYYUZHXCRS;-91;91
50;240;10369;;-94;106
50;255;10382;;-86;105
51;0;10490;DFMEKUHLIHSQPTOGVRYGARUJBHEKHTQFTVVRVIR;-86;105
51;240;10493;;-90;106
51;255;10502;;-94;91
52;0;10618;FJRIJCQFNQLYBTIEACLICOYZYITNWDVDBWXSSNK;-94;91
52;240;10630;;-90;93
52;255;10637;;-93;91
53;0;10746;GPPDZZOFAZUECKDFSAFVLXQTQAEYLBGBWNPDLGK;-93;91
53;240;10751;;-90;107
53;255;10755;;-90;107
54;0;10874;JSXNRHBOTJHKAZMZWIWZACXLULAQSURLMAVXCPL;-90;107
54;240;10882;;-87;107
54;255;10890;;-85;107
55;0;11002;VUMMRPBFTWBXERUBILLDHNGTUSLRPTECYBWMOVK;-85;107
55;240;11015;;-91;106
55;255;11016;;-91;105
56;0;11130;EZQMYKHPIKNOYJZTOSQVGFYHLLWMFPOJAHUFCZW;-91;105
56;240;11136;;-89;107
56;255;11146;;-88;106
57;0;11258;SEDWKMGSHYURMSARRMJSIPXIMGCPWZZHISYGEOB;-88;106
57;240;11264;;-93;103
57;255;11269;;-97;90
58;0;11386;MZNXHQCYEOVBWHQEKUTUIKCDFQIOTKDNBHRNZEZ;-97;90
58;240;11391;;-79;108
58;255;11395;;-79;108
59;0;11514;SYGYWWMHUQCPIERUOVTYIDYNQXTXUJEBVTFLRIZ;-79;108
59;240;11524;;-82;107
59;255;11535;;-83;107
60;0;11642;OIFVNFHDIMAAFIVHNHVLPLFGSRADLPRWLOQDDTY;-83;107
60;240;11647;;-81;107
60;255;11655;;-81;107
61;0;11770;VCHKSZCDCFPYLZRSTNISHOQCSLSYKELFQIHQVVN;-81;107
61;240;11778;;-78;107
61;255;11790;;-79;107
62;0;11898;DDCBPVCKHCPMEUBSJEEPPJLMALUVCEBIYWUKJKS;-79;107
62;240;11902;;-78;107
62;255;11908;;-78;106
63;0;12026;QXBBNCKPPZYVDIBOYODBMZUAPIJELHAMKDDLTLJ;-78;106
63;240;12031;;-79;108
63;255;12038;;-79;108
64;0;12154;SIDTCDXQRWPHRGBWFYTTRXVQXUQXQIGGLHRDJYP;-79;108
64;240;12161;;-78;108
64;255;12168;;-79;108
65;0;12282;GBZDYSSWGUAMZRTOYCXDXHDVYQLFPFAVABBFYPA;-79;108
65;240;12288;;-78;108
65;255;12296;;-78;107
66;0;12410;CLCFERHJHQGTRCFNJKZBHXKMRIPUNDDNYFCIJWL;-78;107
66;240;12413;;-77;107
66;255;12425;;-76;107
67;0;12538;FOYVSRLVZKYMGLWGOQLVLBGOUWKEOCQAZIPVTBI;-76;107
67;240;12541;;-75;106
67;255;12548;;-76;108
68;0;12666;CLINBVUMPIWQGNKNXCKHXHIUQRZDMHBYGLHYLLZ;-76;108
68;240;12673;;-76;107
68;255;12679;;-78;104
69;0;12794;YBXVVQYJTRRFAOFDNJMUZSPVOKMVBZBUSBPHDZP;-78;104
69;240;12797;;-79;107
69;255;12812;;-79;106
70;0;12922;MAYYTCBERBZWMEUBVVGWOTHXPPXMFJCAZFQLCXU;-79;106
70;240;12929;;-81;108
70;255;12931;;-80;106
71;0;13050;UFQLRSHJHOQERTMBSINYBMZYVVTMENFTRBXUJVZ;-80;106
71;240;13057;;-76;107
71;255;13058;;-76;107
72;0;13178;CHELJTZXRRMBJQPZWEJCPOITNXJEZQPLTRLNDHU;-76;107
72;240;13184;;-74;107
72;255;13199;;-74;106
73;0;13306;XWYWUDKJCSKGGEBIQSNATHARXCPNIDNSUUYGUPP;-74;106
73;240;13310;;-74;108
73;255;13321;;-73;108
74;0;13434;KNMPQZBJZKSWCMNTMUFEEVRBFTBJCNUXFLLDQLQ;-73;108
74;240;13442;;-76;106
74;255;13445;;-76;107
75;0;13562;DACUDUENSDSYJETMAVTZKVBMDTYPFYVFFMWKZNU;-76;107
75;240;13572;;-72;107
75;255;13573;;-72;106
76;0;13690;JZZAXTPRGVBWLAMHWTKKFPUMMZCAQYAJEUZQXXP;-72;106
76;240;13696;;-78;107
76;255;13703;;-73;107
77;0;13818;VBVPRSPANLEHPJUPGWRYFIWHALBZVLAIZMUHCKQ;-73;107
