SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
1;0;11735;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-81;107
1;240;11736;;-81;107
1;0;11736;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-81;107
1;255;11747;;-81;107
1;255;11747;;-81;107
2;0;11868;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-79;108
2;240;11869;;-79;108
2;0;11869;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-79;108
2;255;11874;;-79;108
2;255;11874;;-79;108
3;0;11990;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-82;108
3;240;11991;;-82;108
3;0;11991;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-82;108
3;255;12004;;-81;108
3;255;12004;;-81;108
4;0;12116;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-79;108
4;240;12117;;-79;108
4;0;12117;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-79;108
4;255;12120;;-82;108
4;255;12120;;-82;108
5;0;12246;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-84;108
5;240;12247;;-84;108
5;0;12247;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-84;108
5;255;12250;;-85;107
5;255;12251;;-85;107
6;0;12378;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-75;107
6;240;12379;;-75;107
6;0;12379;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-75;107
6;255;12385;;-76;107
6;255;12386;;-76;107
7;0;12507;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-79;107
7;240;12508;;-79;107
7;0;12508;FLNZTRHCFGBKAKZXAMALSUAUXXCHQJXQAIDDTJS;-79;107
7;255;12518;;-78;108
7;255;12518;;-78;108
8;0;12650;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-79;106
8;240;12651;;-79;106
8;0;12651;ZGCBULLYYJYMYTIOYAWPZSHHFPQPSATDDBCAGJG;-79;106
8;255;12662;;-80;108
8;255;12662;;-80;108
9;0;12760;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-81;107
9;240;12761;;-81;107
9;0;12761;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-81;107
9;255;12774;;-83;107
9;255;12774;;-83;107
10;0;12889;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-97;107
10;240;12890;;-97;107
10;0;12890;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-97;107
10;255;12895;;-92;100
10;255;12895;;-92;100
11;0;13018;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-78;108
11;240;13019;;-78;108
11;0;13019;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-78;108
11;255;13026;;-78;107
11;255;13027;;-78;107
12;0;13144;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-82;108
12;240;13145;;-82;108
12;0;13145;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-82;108
12;255;13156;;-80;107
12;255;13156;;-80;107
13;0;13281;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-91;108
13;240;13282;;-91;108
13;0;13282;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-91;108
13;255;13290;;-94;89
13;255;13290;;-94;89
14;0;13397;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-89;89
14;240;13398;;-89;89
14;0;13398;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-89;89
14;255;13406;;-88;106
14;255;13406;;-88;106
15;0;13531;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-85;104
15;240;13532;;-85;104
15;0;13532;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-85;104
15;255;13545;;-89;108
15;255;13545;;-89;108
16;0;13660;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-76;107
16;240;13661;;-76;107
16;0;13661;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-76;107
16;255;13664;;-75;108
16;255;13665;;-75;108
17;0;13787;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-81;107
17;240;13788;;-81;107
17;0;13788;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-81;107
17;255;13796;;-79;108
17;255;13796;;-79;108
18;0;13918;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-85;107
18;240;13919;;-85;107
18;0;13919;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-85;107
18;255;13932;;-88;107
18;255;13932;;-88;107
19;0;14040;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-81;107
19;240;14041;;-81;107
19;0;14041;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-81;107
19;255;14048;;-82;107
19;255;14048;;-82;107
20;0;14170;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-82;107
20;240;14171;;-82;107
20;0;14171;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-82;107
20;255;14180;;-83;107
20;255;14180;;-83;107
21;0;14297;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-87;107
21;240;14298;;-87;107
21;0;14298;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-87;107
21;255;14309;;-88;107
21;255;14309;;-88;107
22;0;14421;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-93;105
22;240;14422;;-93;105
22;0;14422;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-93;105
22;255;14434;;-93;96
22;255;14434;;-93;96
23;0;14554;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-85;103
23;240;14555;;-85;103
23;0;14555;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-85;103
23;255;14562;;-85;107
23;255;14562;;-85;107
24;0;14684;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-78;107
24;240;14685;;-78;107
24;0;14685;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-78;107
24;255;14696;;-78;106
24;255;14696;;-78;106
25;0;14813;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-79;107
25;240;14814;;-79;107
25;0;14814;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-79;107
25;255;14819;;-80;107
25;255;14819;;-80;107
26;0;14932;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-81;108
26;240;14933;;-81;108
26;0;14933;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-81;108
26;255;14940;;-81;107
26;255;14940;;-81;107
27;0;15063;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-79;107
27;240;15064;;-79;107
