SEQ;ACK;TIMESTAMP;PAYLOAD;RSSI;LQI
1;255;49758;;-92;108
1;0;49758;LVQDYOQYKFDBXNQDQUHYDJAEEBZQMTBLCABWGMS;-92;108
2;255;49884;;-91;105
2;0;49884;CRNOIAFTLFPCUQFFAXOZQEGXMWGGLKHVXTDHNZQ;-91;105
3;255;50020;;-91;105
3;0;50020;ANKYPRBWTEAZDAFEQXTIJJTKWEAZQGMPLOHYXRU;-91;105
4;255;50141;;-93;100
4;0;50141;TOJVBZLLQGJAIDBTQIBYGDZCXKUJVWGHWBMJJMB;-93;100
5;255;50296;;-99;85
5;0;50296;PKSNZKGZGILUIGGPKZWHAETCLRCYXCSIXSUTJMR;-99;85
6;255;50435;;-96;95
6;0;50435;MVQLYBSJNIHNFQYFHYSZWGPSVNHNNGDNJZJYPQC;-96;95
9;255;50773;;-91;105
9;0;50773;OBMNZVHKOXRLAMUZLTTSAXOAQBTHXAMSDVMVKZG;-91;105
10;255;50904;;-97;104
10;0;50904;GHTZBFOVGLVLTLWSZXFSGZSBJMOCFDAMJYMXDBD;-97;104
11;255;51029;;-88;94
11;0;51029;UZSITVADWJAYLIEZMPPATSRAJUKOTQIOLUAHOAU;-88;94
12;255;51159;;-89;105
12;0;51159;IEMXNRTGPWGAUKURFVTOIIZBJETJNXRQLHOIOLX;-89;105
13;255;51286;;-87;103
13;0;51286;QTGGJKMWICIXNDHETYCWWNSLCHFRNKRNEAUEEWQ;-87;103
14;255;51419;;-86;107
14;0;51419;KMCVXGVVKRRXUWOOBILAWWSITFCECYNBIYWBRAK;-86;107
15;255;51548;;-93;101
15;0;51548;DMKBJTEIQRNSJBLPAXYCERDOGQIJSABHFMWTONB;-93;101
16;255;51676;;-83;107
16;0;51676;XCZMCNRWJFEAEUPROHQYOGUMMQIJGIFMIBTGCYP;-83;107
17;255;51802;;-81;107
17;0;51802;NJMBMTEIHPFNBKLFTKFAYIXENFXZXGBRUVAOTGE;-81;107
18;255;51926;;-76;107
18;0;51926;OMSPWQROHDBZXCUKNVKKLMGYLFFOSBZTHLLLFGB;-76;107
19;255;52056;;-73;107
19;0;52056;BZTFTRNNSWEEXMBCGBDCBRDAOXEYLIHBLMOFIYF;-73;107
20;255;52183;;-73;108
20;0;52183;YKGLGQJYYLKSASXEZTVVJJZITPWLKPVRQFYLSGE;-73;108
21;255;52311;;-74;107
21;0;52311;UOBSPBCUPQVRLPHQBMBCNPWWCOFCCTFYMLVHDXF;-74;107
22;255;52438;;-78;108
22;0;52438;YTFNZFFBHATYZMKJDCKALELCODKJEYSJAJRAANT;-78;108
23;255;52563;;-78;108
23;0;52563;VDOPUKRLFZJZIITIMFHIEFGMRYWTHZZDWHQUXUA;-78;108
24;255;52701;;-77;107
24;0;52701;QKDCBXEEYPNZHAUWQXPQGFTCJQGYFJVHWXGJPEV;-77;107
25;255;52828;;-75;107
25;0;52828;UFUYIPHVJWEUWMWXXEAJLSALOKHFIDMNMKLYOLT;-75;107
26;255;52951;;-77;108
26;0;52951;VDPJZBKQEXISGXJTDNUNDTGADIVFKLKBLMVZDQY;-77;108
27;255;53080;;-79;108
27;0;53080;VAWWJETYXZHQQELZOSDEKSXPJGAMABUCMHRQOOB;-79;108
28;255;53207;;-77;108
28;0;53207;MWAZEIQPLRSIEHVGAUVMUKDZIIYBPIVYTLLNIPX;-77;108
29;255;53340;;-78;107
29;0;53340;GXJBHOSQVQPXPISUDERNERDVFAXFXQQDLLVRVNP;-78;107
30;255;53463;;-77;107
30;0;53463;QUCYLDXDBQGNEHAJIHHVYLLYFQLSPDUJTGDJFSU;-77;107
31;255;53593;;-77;106
31;0;53593;BDHBVECDWFNBAGKYHMOBFXOATHOFHJCQYAMJHDY;-77;106
33;255;53860;;-77;107
33;0;53860;GRVHLZUDDKGWNIVBSYPLXPONGTPKXJKKWTXSDMM;-77;107
34;255;53981;;-78;107
34;0;53981;EEJRKLCGGCJWEBAFCTGJJTWCYSSDBMMOGQMCCIL;-78;107
35;255;54134;;-75;107
35;0;54134;BHFSFJKOOMHTLBJPZLKBOYOLBWGNDRQAVDSLTXL;-75;107
36;255;54230;;-73;107
36;0;54230;EGKEMKTDJSSLTPZWMDJPRKYKNQSLFYIFEAZRSQK;-73;107
37;255;54382;;-81;108
37;0;54382;MBIAZWSBUBSFBUWBUTEKIKGNHXTWCWDQIQMAQNC;-81;108
38;255;54495;;-79;106
38;0;54495;WEPBXJWTYCFRSRGMJEDTIDYHWPALOCYXBTIMEUG;-79;106
39;255;54615;;-81;108
39;0;54615;JFGJOXIXQUFRHXGQHSNRZPFQOVZRWNEWKGWSKNP;-81;108
40;255;54739;;-85;108
40;0;54739;SPMINAMWQHMGXILZCLMFFTORMCKXMYVJLTJGJMM;-85;108
41;255;54872;;-87;107
41;0;54872;DGXRNVAPXPKRFJYWGHXUVLTIHREGSZULHYMOAMT;-87;107
42;255;55001;;-85;104
42;0;55001;VDTVIYXDYEDIHNVVRQJVCFKOIQOGONXHRVVYVQX;-85;104
43;255;55129;;-85;105
43;0;55129;VUIUATMZCIEQDFSYCBLIPITOJLRNPNVMJHRHGPA;-85;105
44;255;55253;;-82;106
44;0;55253;HVVEBVOMGMAGBKNMJAOPONCRAWLTSMSFHRNIDVG;-82;106
45;255;55381;;-80;107
45;0;55381;XEIQRVTMTHDQSGMISRFQZDQQMGMVTXGDKPPRGRC;-80;107
46;255;55516;;-79;107
